"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63"
"1",1,0.101973684210526,0.661157024793388,0.00165016501650165,0,0.40194489465154,0.647249190938511,0.360197368421053,0.488636363636364,0.199021207177814,0.584142394822006,0,0.789473684210526,0.384488448844884,0,0,0,0,0.637110016420361,0.653094462540717,0,0,0,0,0,0,0,0.518760195758564,0.592082616179002,0.42833607907743,0,0.494117647058824,0.151006711409396,0.591973244147157,0,0.376237623762376,0.387459807073955,0.704013377926421,0.554098360655738,0.470784641068447,0,0,0.405891980360065,0.376644736842105,0.528523489932886,0,0,0,0.493421052631579,0.48494983277592,0.413078149920255,0.375806451612903,0,0.424242424242424,0,0,0.313628899835796,0.500857632933105,0,0.308457711442786,0,0,0
"2",0.101973684210526,1,0.139717425431711,0,0.902120717781403,0.0265625,0.166926677067083,0.00481540930979133,0.108024691358025,0.00151745068285281,0.110939907550077,0.901898734177215,0.113924050632911,0.0251968503937008,0,0.876422764227642,0.00321543408360129,0,0.128205128205128,0.0948678071539658,0.145395799676898,0.898119122257053,0.887301587301587,0.894736842105263,0.129133858267717,0.887692307692308,0.0266457680250784,0.0967238689547582,0.147783251231527,0.0936507936507937,0,0.110047846889952,0.834123222748815,0.128205128205128,0.884615384615385,0.0186046511627907,0.00306748466257669,0.191522762951334,0.0936507936507937,0.20404984423676,0.165123456790123,0,0.0171073094867807,0.010752688172043,0.125396825396825,0,0,0,0.115264797507788,0.101141924959217,0.0139103554868624,0.00303490136570561,0.863275039745628,0.0238473767885533,0.0283464566929134,0,0.0063391442155309,0.400662251655629,0.0015527950310559,0.363636363636364,0,0,0
"3",0.661157024793388,0.139717425431711,1,0,0.0355411954765751,0.034375,0.995319812792512,0.00646203554119548,0.116719242902208,0,0.966876971608833,0.0304487179487179,0.988906497622821,0.0340909090909091,0,0.0292682926829268,0,0,0.987538940809969,0.977848101265823,0,0.0285261489698891,0.0276872964169381,0.0209339774557166,0,0.0328638497652582,0,0.135566188197767,0.991638795986622,0.0998389694041868,0,0.15210355987055,0.173076923076923,0.855519480519481,0.0211726384364821,0.0220472440944882,0.00792393026941363,0.897226753670473,0.936790923824959,0.8176,0,0,0.0190779014308426,0.0188087774294671,0.174121405750799,0,0,0,0.150159744408946,0.107667210440457,0.0252764612954186,0.00618238021638331,0.0193861066235864,0.0338164251207729,0,0,0,0.755336617405583,0,0.578525641025641,0,0,0
"4",0.00165016501650165,0,0,1,0,0.0680379746835443,0,0.0962479608482871,0.00950871632329636,0.482594936708861,0,0,0,0.0781758957654723,0.831210191082803,0,0.827974276527331,0.825949367088608,0,0.0352564102564103,0.715927750410509,0,0,0,0.742765273311897,0,0.797448165869219,0.00158730158730159,0,0.119086460032626,0.863492063492064,0,0,0,0,0.0739549839228296,0.105180533751962,0.00327332242225859,0,0.0885668276972625,0.6046875,0.911490683229814,0.0444444444444444,0.0834645669291339,0,0.863924050632911,0.856219709208401,0.82306477093207,0,0.0148514851485149,0.0412044374009509,0.107476635514019,0,0.0637254901960784,0.782324058919804,0.885167464114832,0.176759410801964,0.00167785234899329,0.82601880877743,0.00162074554294976,0.849757673667205,0.855072463768116,0.833333333333333
"5",0,0.902120717781403,0.0355411954765751,0,1,0,0.059967585089141,0,0,0,0.0801282051282051,1,0.00833333333333333,0,0,0.984615384615385,0.00498338870431894,0,0.0128205128205128,0.00816993464052288,0.197301854974705,1,0.996666666666667,0.998330550918197,0.180623973727422,0.996820349761526,0.0427631578947368,0,0.0600343053173242,0,0,0,0.871499176276771,0.00821018062397373,1,0,0,0.148333333333333,0.102605863192182,0.107023411371237,0.231017770597738,0,0,0,0,0,0,0,0,0,0,0,0.979933110367893,0,0.0378289473684211,0,0,0.332761578044597,0.00159489633173844,0.448844884488449,0,0,0
"6",0.40194489465154,0.0265625,0.034375,0.0680379746835443,0,1,0.0276497695852535,0.995290423861852,0.917431192660551,0.59480122324159,0.0171339563862928,0,0.0488188976377953,1,0,0,0,0.00757575757575758,0.0428790199081164,0.0235109717868339,0,0,0,0,0,0,0,0.90381679389313,0.0180623973727422,0.829153605015674,0.00153374233128834,0.893141945773525,0.00938967136150235,0.17527386541471,0,1,0.983383685800604,0.0111821086261981,0.00626959247648903,0.00947867298578199,0,0.0936555891238671,1,0.993759750390016,0.871674491392801,0,0,0,0.883540372670807,0.927066450567261,1,0.980030721966206,0,1,0,0.0358814352574103,0.911949685534591,0.0180623973727422,0,0,0.00158982511923688,0.00773993808049536,0
"7",0.647249190938511,0.166926677067083,0.995319812792512,0,0.059967585089141,0.0276497695852535,1,0.00317460317460317,0.1171875,0,0.959183673469388,0.0521327014218009,0.977742448330684,0.0241545893719807,0,0.0550161812297735,0,0,0.984350547730829,0.966719492868463,0,0.0534591194968553,0.0504885993485342,0.0473856209150327,0,0.0582822085889571,0,0.138582677165354,0.996627318718381,0.10586319218241,0,0.14975845410628,0.204761904761905,0.84,0.0397456279809221,0.016025641025641,0.0078125,0.884244372990354,0.945337620578778,0.800322061191626,0,0,0.0171073094867807,0.0140625,0.173015873015873,0,0,0,0.152755905511811,0.109500805152979,0.0171606864274571,0.0062015503875969,0.0429252782193959,0.0273311897106109,0,0,0,0.749579831932773,0,0.573051948051948,0,0,0
"8",0.360197368421053,0.00481540930979133,0.00646203554119548,0.0962479608482871,0,0.995290423861852,0.00317460317460317,1,0.885400313971743,0.628526645768025,0,0,0.0191387559808612,0.995137763371151,0.00320512820512821,0,0.00160771704180064,0.00626959247648903,0.0138888888888889,0.00315955766192733,0.00165016501650165,0,0,0,0.00161290322580645,0,0,0.867716535433071,0,0.825878594249201,0.00467289719626168,0.852459016393443,0.0032520325203252,0.138436482084691,0,0.996810207336523,1,0,0,0.00160771704180064,0,0.137285491419657,1,1,0.830940988835726,0.00160513643659711,0.00158730158730159,0.0015527950310559,0.846645367412141,0.897689768976898,1,1,0,0.996794871794872,0,0.0507936507936508,0.942307692307692,0,0.0016025641025641,0,0.00638977635782748,0.009375,0.00323101777059774
"9",0.488636363636364,0.108024691358025,0.116719242902208,0.00950871632329636,0,0.917431192660551,0.1171875,0.885400313971743,1,0.50609756097561,0.0574534161490683,0,0.14218009478673,0.901116427432217,0,0,0,0.00308641975308642,0.132930513595166,0.0996884735202492,0,0,0,0,0,0,0,0.975460122699387,0.0889621087314662,0.910236220472441,0,0.973186119873817,0.0440251572327044,0.285261489698891,0,0.913793103448276,0.881804043545879,0.05229793977813,0.0493630573248408,0.104851330203443,0,0.0135135135135135,0.935736677115988,0.903726708074534,0.971473851030111,0,0,0,0.979559748427673,0.9968,0.93944099378882,0.880844645550528,0,0.916666666666667,0,0.00631911532385466,0.830427892234548,0.121510673234811,0,0.0015552099533437,0.00159235668789809,0.00154559505409583,0
"10",0.199021207177814,0.00151745068285281,0,0.482594936708861,0,0.59480122324159,0,0.628526645768025,0.50609756097561,1,0,0,0,0.611801242236025,0.295665634674923,0,0.29093799682035,0.311450381679389,0,0.0358255451713396,0.333333333333333,0,0,0,0.340659340659341,0,0.287066246056782,0.5,0,0.589622641509434,0.325688073394495,0.476114649681529,0,0.00158227848101266,0,0.599071207430341,0.60960960960961,0,0,0.0867507886435331,0.200913242009132,0.441087613293051,0.569206842923795,0.625194401244168,0.469291338582677,0.214067278287462,0.327586206896552,0.304084720121029,0.476043276661515,0.5140625,0.666163141993958,0.624813153961136,0,0.597809076682316,0.268025078369906,0.352760736196319,0.692063492063492,0,0.321044546850998,0.00155038759689922,0.354531001589825,0.342635658914729,0.306477093206951
