"CIT.7",1
"CIT.8",1
"CIT.14",2
"CIT.17",3
"CIT.23",4
"CIT.25",5
"CIT.30",2
"CIT.33",5
"CIT.36",5
"CIT.37",3
"CIT.38",6
"CIT.40",4
"CIT.44",2
"CIT.55",5
"CIT.63",7
"CIT.65",8
"CIT.67",8
"CIT.68",7
"CIT.72",6
"CIT.75",6
"CIT.105",8
"CIT.108",4
"CIT.112",4
"CIT.132",4
"CIT.139",8
"CIT.142",4
"CIT.169",8
"CIT.170",5
"CIT.172",6
"CIT.175",3
"CIT.178",7
"CIT.179",5
"CIT.180",4
"CIT.181",6
"CIT.182",4
"CIT.185",5
"CIT.187",5
"CIT.188",2
"CIT.190",6
"CIT.192",3
"CIT.193",7
"CIT.194",7
"CIT.252",5
"CIT.253",5
"CIT.254",5
"CIT.255",7
"CIT.256",7
"CIT.258",7
"CIT.269",5
"CIT.273",5
"CIT.274",5
"CIT.276",5
"CIT.280",8
"CIT.281",5
"CIT.283",7
"CIT.285",7
"CIT.289",3
"CIT.290",2
"CIT.293",8
"CIT.294",8
"CIT.345",7
"CIT.346",7
"CIT.347",7
