"CIT.7",1
"CIT.8",1
"CIT.14",1
"CIT.17",2
"CIT.23",2
"CIT.25",1
"CIT.30",1
"CIT.33",1
"CIT.36",1
"CIT.37",2
"CIT.38",1
"CIT.40",2
"CIT.44",1
"CIT.55",1
"CIT.63",2
"CIT.65",2
"CIT.67",2
"CIT.68",2
"CIT.72",1
"CIT.75",1
"CIT.105",2
"CIT.108",1
"CIT.112",2
"CIT.132",2
"CIT.139",2
"CIT.142",2
"CIT.169",2
"CIT.170",1
"CIT.172",1
"CIT.175",1
"CIT.178",2
"CIT.179",1
"CIT.180",1
"CIT.181",1
"CIT.182",2
"CIT.185",1
"CIT.187",1
"CIT.188",1
"CIT.190",1
"CIT.192",1
"CIT.193",2
"CIT.194",2
"CIT.252",1
"CIT.253",1
"CIT.254",1
"CIT.255",2
"CIT.256",2
"CIT.258",2
"CIT.269",1
"CIT.273",1
"CIT.274",1
"CIT.276",1
"CIT.280",2
"CIT.281",1
"CIT.283",2
"CIT.285",2
"CIT.289",1
"CIT.290",1
"CIT.293",2
"CIT.294",2
"CIT.345",2
"CIT.346",2
"CIT.347",2
