"CIT.7",1
"CIT.8",2
"CIT.14",3
"CIT.17",1
"CIT.23",2
"CIT.25",1
"CIT.30",3
"CIT.33",1
"CIT.36",1
"CIT.37",1
"CIT.38",3
"CIT.40",2
"CIT.44",3
"CIT.55",1
"CIT.63",4
"CIT.65",2
"CIT.67",4
"CIT.68",4
"CIT.72",3
"CIT.75",3
"CIT.105",4
"CIT.108",2
"CIT.112",2
"CIT.132",2
"CIT.139",4
"CIT.142",2
"CIT.169",4
"CIT.170",1
"CIT.172",3
"CIT.175",1
"CIT.178",4
"CIT.179",1
"CIT.180",2
"CIT.181",3
"CIT.182",2
"CIT.185",1
"CIT.187",1
"CIT.188",3
"CIT.190",3
"CIT.192",1
"CIT.193",4
"CIT.194",4
"CIT.252",1
"CIT.253",1
"CIT.254",1
"CIT.255",4
"CIT.256",4
"CIT.258",4
"CIT.269",1
"CIT.273",1
"CIT.274",1
"CIT.276",1
"CIT.280",2
"CIT.281",1
"CIT.283",4
"CIT.285",4
"CIT.289",1
"CIT.290",3
"CIT.293",4
"CIT.294",4
"CIT.345",4
"CIT.346",4
"CIT.347",4
