"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63"
"1",1,0.330670926517572,0.357827476038339,0.447452229299363,0.210191082802548,0.30188679245283,0.344103392568659,0.3125,0.330733229329173,0.503134796238245,0.375816993464052,0.223454833597464,0.363924050632911,0.31104199066874,0.0676328502415459,0.306188925081433,0.0747217806041336,0.0809061488673139,0.363636363636364,0.377813504823151,0.217675941080196,0.216905901116427,0.334365325077399,0.212074303405573,0.226984126984127,0.203416149068323,0.174959871589085,0.361873990306947,0.343450479233227,0.658536585365854,0.0875796178343949,0.369734789391576,0.340836012861736,0.342313787638669,0.1968,0.310344827586207,0.310679611650485,0.3801261829653,0.342622950819672,0.995161290322581,0.261011419249592,0.0917874396135266,0.293354943273906,0.304821150855365,0.364820846905537,0.0736,0.0940988835725678,0.0741324921135647,0.325842696629214,0.303079416531605,0.294612794612795,0.315625,0.166936790923825,0.303125,0.0587301587301587,0.090032154340836,0.511254019292605,0.467889908256881,0.159442724458204,0.391233766233766,0.0815047021943574,0.0875202593192869,0.0715421303656598
"2",0.330670926517572,1,0.168576104746318,0.0192926045016077,0.852327447833066,0.00783699059561128,0.17483660130719,0.00654664484451719,0.062015503875969,0.032967032967033,0.189144736842105,0.869143780290792,0.153344208809135,0.0185758513931889,0,0.810945273631841,0.0604133545310016,0.0016,0.155844155844156,0.161449752883031,0.255775577557756,0.86038961038961,0.904907975460123,0.84984520123839,0.316957210776545,0.831775700934579,0.314785373608903,0.0859872611464968,0.16504854368932,0.040453074433657,0.00156739811912226,0.0949367088607595,0.995176848874598,0.1472,0.850406504065041,0.0111287758346582,0.0112540192926045,0.182985553772071,0.164744645799012,0.341269841269841,0.462295081967213,0,0.0114566284779051,0.0125984251968504,0.0836065573770492,0,0.00489396411092985,0.00161030595813205,0.0912052117263844,0.0129449838187702,0.0134907251264755,0.0113452188006483,0.841166936790924,0.0141732283464567,0.00161812297734628,0,0.0507364975450082,0.233281493001555,0.28169014084507,0.540192926045016,0,0,0
"3",0.357827476038339,0.168576104746318,1,0.0349761526232114,0.0568720379146919,0.00614439324116743,1,0.00165562913907285,0.302147239263804,0.0378548895899054,0.995137763371151,0.0617088607594937,1,0.0111111111111111,0,0.098705501618123,0,0,0.99837925445705,0.99673735725938,0.00165562913907285,0.053968253968254,0.114197530864198,0.0524691358024691,0.00322061191626409,0.0482866043613707,0,0.436507936507937,1,0.102728731942215,0,0.458135860979463,0.2,0.842607313195548,0.0448717948717949,0.00312989045383412,0,0.996805111821086,1,0.409090909090909,0.0453808752025932,0,0.00661157024793388,0.00309119010819165,0.44390243902439,0,0,0,0.445151033386327,0.00974025974025974,0.00169204737732657,0.00159744408945687,0.0401284109149278,0.014218009478673,0,0,0.0289855072463768,0.904984423676013,0.0015625,0.118122977346278,0,0,0
"4",0.447452229299363,0.0192926045016077,0.0349761526232114,1,0.00627943485086342,0.488299531981279,0.0360655737704918,0.5168,0.329721362229102,1,0.0323101777059774,0.00796178343949045,0.045016077170418,0.503164556962025,0.366720516962843,0.0293637846655791,0.344497607655502,0.397129186602871,0.0426929392446634,0.0470016207455429,0.413907284768212,0.00796178343949045,0.0139318885448916,0.00153374233128834,0.37239165329053,0.0169230769230769,0.275752773375594,0.263406940063092,0.0381558028616852,0.92515923566879,0.397781299524564,0.264475743348983,0.0114192495921697,0.1056,0.00637958532695375,0.478193146417445,0.501612903225806,0.0488188976377953,0.0380165289256198,0.397727272727273,0.185245901639344,0.429497568881686,0.47741935483871,0.506891271056662,0.279411764705882,0.402597402597403,0.451043338683788,0.407108239095315,0.257328990228013,0.4736,0.46843853820598,0.5328,0.0484652665589661,0.4832,0.362341772151899,0.4375,0.978653530377668,0.0633693972179289,0.290123456790123,0.146774193548387,0.417061611374408,0.407232704402516,0.382677165354331
"5",0.210191082802548,0.852327447833066,0.0568720379146919,0.00627943485086342,1,0,0.0524642289348172,0,0,0.021505376344086,0.0627009646302251,1,0.0432,0,0,0.894736842105263,0.0890625,0,0.0347551342812006,0.0526315789473684,0.300986842105263,1,0.922018348623853,1,0.400313971742543,0.975497702909648,0.407936507936508,0.00158982511923688,0.0572337042925278,0.0159489633173844,0.00471698113207547,0.00153139356814701,0.839228295819936,0.0291734197730956,1,0,0,0.0610328638497653,0.0597738287560582,0.255886970172684,0.575806451612903,0,0,0,0.0016,0,0.00156985871271586,0.00318471337579618,0,0,0,0,0.886035313001605,0,0.0031104199066874,0,0.0289389067524116,0.122324159021407,0.361280487804878,0.645468998410175,0,0,0
"6",0.30188679245283,0.00783699059561128,0.00614439324116743,0.488299531981279,0,1,0.00792393026941363,0.975,0.66973886328725,0.540958268933539,0.0032258064516129,0,0.00626959247648903,0.987692307692308,0,0,0,0.00628930817610063,0.00638977635782748,0.00635930047694754,0.00163934426229508,0,0,0,0,0,0,0.521472392638037,0.00470219435736677,0.605345911949686,0,0.48936170212766,0.0094488188976378,0.14622641509434,0,1,0.980982567353407,0.00777604976671851,0.00486223662884927,0.19047619047619,0,0.0235849056603774,1,0.990922844175492,0.502415458937198,0,0.0128617363344051,0,0.503164556962025,1,1,0.96411856474259,0,0.996884735202492,0,0.0159489633173844,0.55993690851735,0.0121951219512195,0,0,0.00614439324116743,0.00155038759689922,0
"7",0.344103392568659,0.17483660130719,1,0.0360655737704918,0.0524642289348172,0.00792393026941363,1,0.00332225913621262,0.353312302839117,0.0461783439490446,0.994957983193277,0.0516129032258065,1,0.0125588697017268,0,0.0925619834710744,0.00161290322580645,0,0.99837925445705,0.995169082125604,0.00167785234899329,0.0466237942122186,0.103174603174603,0.043010752688172,0.0032520325203252,0.0401854714064915,0.00161290322580645,0.496794871794872,1,0.108239095315024,0,0.531746031746032,0.201938610662359,0.87012987012987,0.0326797385620915,0.00475435816164818,0,0.993558776167472,1,0.38755980861244,0.042483660130719,0,0.01,0.003125,0.495098039215686,0,0,0,0.515702479338843,0.0130505709624796,0.00169491525423729,0.00161030595813205,0.0346534653465347,0.0162074554294976,0,0,0.0361247947454844,0.954616588419405,0.0015748031496063,0.109090909090909,0,0,0
"8",0.3125,0.00654664484451719,0.00165562913907285,0.5168,0,0.975,0.00332225913621262,1,0.609794628751975,0.563402889245586,0,0,0.00162337662337662,0.981042654028436,0.00821018062397373,0,0.00647249190938511,0.0131578947368421,0.00163398692810458,0.00319488817891374,0.0133111480865225,0,0,0,0.00986842105263158,0,0.00641025641025641,0.469453376205788,0.00321027287319422,0.618506493506494,0.0112540192926045,0.468454258675079,0.00644122383252818,0.117174959871589,0,0.979559748427673,1,0.00160771704180064,0,0.204878048780488,0.00328947368421053,0.0561056105610561,0.9688013136289,0.99685534591195,0.471947194719472,0.00815660685154975,0.0211382113821138,0.00649350649350649,0.469453376205788,0.967051070840198,0.979695431472081,1,0.00324675324675325,0.96656050955414,0.00801282051282051,0.0413223140495868,0.580165289256198,0.0125391849529781,0.00313479623824451,0,0.0224358974358974,0.0226171243941842,0.00641025641025641
"9",0.330733229329173,0.062015503875969,0.302147239263804,0.329721362229102,0,0.66973886328725,0.353312302839117,0.609794628751975,1,0.363067292644757,0.282747603833866,0,0.334890965732087,0.677272727272727,0,0.00955414012738853,0,0.00625,0.333858267716535,0.32755905511811,0,0,0.00754147812971342,0,0,0,0,0.921052631578947,0.333850931677019,0.435185185185185,0,0.906727828746177,0.0785824345146379,0.521060842433697,0,0.620060790273556,0.638759689922481,0.291666666666667,0.296116504854369,0.241269841269841,0,0.0188679245283019,0.686305732484076,0.656108597285068,0.952830188679245,0,0.00924499229583975,0,1,0.720634920634921,0.686495176848875,0.599071207430341,0,0.696969696969697,0,0.0096,0.375987361769352,0.319277108433735,0,0.00798722044728434,0.00309119010819165,0,0
"10",0.503134796238245,0.032967032967033,0.0378548895899054,1,0.021505376344086,0.540958268933539,0.0461783439490446,0.563402889245586,0.363067292644757,1,0.0436893203883495,0.0173501577287066,0.05625,0.549079754601227,0.287301587301587,0.0385232744783307,0.257142857142857,0.30952380952381,0.0517799352750809,0.056782334384858,0.393148450244698,0.0235478806907378,0.0259541984732824,0.0197869101978691,0.337007874015748,0.0340557275541796,0.23943661971831,0.295886075949367,0.0471698113207547,0.93968253968254,0.320493066255778,0.296636085626911,0.0314465408805031,0.120879120879121,0.0221518987341772,0.546728971962617,0.551724137931034,0.0574534161490683,0.0498392282958199,0.450236966824645,0.169628432956381,0.343499197431782,0.5424,0.558912386706949,0.296825396825397,0.313001605136437,0.3203125,0.317034700315457,0.281004709576138,0.531645569620253,0.532125205930807,0.578947368421053,0.0560747663551402,0.535493827160494,0.28328173374613,0.363057324840764,0.973015873015873,0.0806697108066971,0.257621951219512,0.151757188498403,0.335375191424196,0.321372854914197,0.300314465408805
"11",0.375816993464052,0.189144736842105,0.995137763371151,0.0323101777059774,0.0627009646302251,0.0032258064516129,0.994957983193277,0,0.282747603833866,0.0436893203883495,1,0.0706075533661741,0.99673735725938,0.00946372239747634,0,0.115894039735099,0.00164473684210526,0,1,1,0.00498338870431894,0.0600649350649351,0.130914826498423,0.0588235294117647,0.00164473684210526,0.0566037735849057,0.00327332242225859,0.443910256410256,0.996726677577741,0.111853088480801,0,0.4528,0.228995057660626,0.825581395348837,0.0506535947712418,0,0,0.99837925445705,0.996666666666667,0.404290429042904,0.0528109028960818,0,0.00168067226890756,0,0.442760942760943,0,0,0,0.4332784184514,0.00497512437810945,0,0,0.0413907284768212,0.0112359550561798,0,0,0.0266222961730449,0.914691943127962,0.00317460317460317,0.144262295081967,0,0,0
