"CIT.7",1
"CIT.8",2
"CIT.14",3
"CIT.17",4
"CIT.23",5
"CIT.25",6
"CIT.30",3
"CIT.33",6
"CIT.36",6
"CIT.37",4
"CIT.38",3
"CIT.40",5
"CIT.44",3
"CIT.55",6
"CIT.63",7
"CIT.65",5
"CIT.67",8
"CIT.68",7
"CIT.72",1
"CIT.75",3
"CIT.105",8
"CIT.108",5
"CIT.112",5
"CIT.132",5
"CIT.139",8
"CIT.142",5
"CIT.169",8
"CIT.170",6
"CIT.172",3
"CIT.175",4
"CIT.178",8
"CIT.179",6
"CIT.180",2
"CIT.181",1
"CIT.182",5
"CIT.185",6
"CIT.187",6
"CIT.188",3
"CIT.190",1
"CIT.192",1
"CIT.193",5
"CIT.194",7
"CIT.252",6
"CIT.253",6
"CIT.254",6
"CIT.255",7
"CIT.256",7
"CIT.258",7
"CIT.269",6
"CIT.273",6
"CIT.274",6
"CIT.276",6
"CIT.280",8
"CIT.281",6
"CIT.283",7
"CIT.285",7
"CIT.289",4
"CIT.290",3
"CIT.293",7
"CIT.294",5
"CIT.345",7
"CIT.346",7
"CIT.347",7
