"CIT.7",1
"CIT.8",2
"CIT.14",3
"CIT.17",4
"CIT.23",2
"CIT.25",5
"CIT.30",3
"CIT.33",5
"CIT.36",5
"CIT.37",4
"CIT.38",3
"CIT.40",2
"CIT.44",3
"CIT.55",5
"CIT.63",6
"CIT.65",2
"CIT.67",7
"CIT.68",6
"CIT.72",1
"CIT.75",3
"CIT.105",7
"CIT.108",2
"CIT.112",2
"CIT.132",2
"CIT.139",7
"CIT.142",2
"CIT.169",7
"CIT.170",5
"CIT.172",3
"CIT.175",4
"CIT.178",7
"CIT.179",5
"CIT.180",2
"CIT.181",1
"CIT.182",2
"CIT.185",5
"CIT.187",5
"CIT.188",3
"CIT.190",1
"CIT.192",1
"CIT.193",7
"CIT.194",6
"CIT.252",5
"CIT.253",5
"CIT.254",5
"CIT.255",6
"CIT.256",6
"CIT.258",6
"CIT.269",5
"CIT.273",5
"CIT.274",5
"CIT.276",5
"CIT.280",7
"CIT.281",5
"CIT.283",6
"CIT.285",6
"CIT.289",4
"CIT.290",3
"CIT.293",6
"CIT.294",7
"CIT.345",6
"CIT.346",6
"CIT.347",6
