"CIT.7",1
"CIT.8",2
"CIT.14",1
"CIT.17",3
"CIT.23",2
"CIT.25",3
"CIT.30",1
"CIT.33",3
"CIT.36",3
"CIT.37",3
"CIT.38",1
"CIT.40",2
"CIT.44",1
"CIT.55",3
"CIT.63",4
"CIT.65",2
"CIT.67",4
"CIT.68",4
"CIT.72",1
"CIT.75",1
"CIT.105",5
"CIT.108",2
"CIT.112",2
"CIT.132",2
"CIT.139",5
"CIT.142",2
"CIT.169",5
"CIT.170",3
"CIT.172",1
"CIT.175",3
"CIT.178",4
"CIT.179",3
"CIT.180",2
"CIT.181",1
"CIT.182",2
"CIT.185",3
"CIT.187",3
"CIT.188",1
"CIT.190",1
"CIT.192",1
"CIT.193",5
"CIT.194",4
"CIT.252",3
"CIT.253",3
"CIT.254",3
"CIT.255",4
"CIT.256",4
"CIT.258",4
"CIT.269",3
"CIT.273",3
"CIT.274",3
"CIT.276",3
"CIT.280",5
"CIT.281",3
"CIT.283",4
"CIT.285",4
"CIT.289",3
"CIT.290",1
"CIT.293",4
"CIT.294",5
"CIT.345",4
"CIT.346",4
"CIT.347",4
