"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63"
"1",1,0.377708978328173,0.581504702194357,0.27244094488189,0.148387096774194,0.297674418604651,0.525641025641026,0.236883942766296,0.361331220285261,0.299392097264438,0.583601286173633,0.154838709677419,0.604465709728868,0.282467532467532,0.0208333333333333,0.169303797468354,0.0015625,0.029126213592233,0.63961038961039,0.617693522906793,0.025518341307815,0.12792511700468,0.2464,0.127186009538951,0.0336,0.0907643312101911,0.00980392156862745,0.530046224961479,0.571895424836601,0.509708737864078,0.00949367088607595,0.400958466453674,0.399366085578447,0.675986842105263,0.135313531353135,0.311582381729201,0.231366459627329,0.554364471669219,0.578099838969404,0.906645569620253,0.0434083601286174,0.0305958132045089,0.3,0.19935691318328,0.397058823529412,0.0156494522691706,0.0241545893719807,0.0194174757281553,0.390749601275917,0.326666666666667,0.316993464052288,0.243548387096774,0.0308441558441558,0.308049535603715,0.0125786163522013,0.0295566502463054,0.359621451104101,0.615629984051037,0.0115321252059308,0.182242990654206,0.0234741784037559,0.0250391236306729,0.0179738562091503
"2",0.377708978328173,1,0.577399380804954,0.0078740157480315,0.584518167456556,0.148837209302326,0.580188679245283,0.0965732087227414,0.217054263565891,0.0194319880418535,0.539808917197452,0.605345911949686,0.551342812006319,0.135399673735726,0.00159744408945687,0.46984126984127,0.0356037151702786,0,0.556259904912837,0.555729984301413,0.0584518167456556,0.572530864197531,0.648475120385233,0.579113924050633,0.0907668231611894,0.419871794871795,0.087719298245614,0.245801526717557,0.5792,0.101910828025478,0.0220820189274448,0.238853503184713,0.956589147286822,0.594462540716612,0.554119547657512,0.164763458401305,0.104037267080745,0.583460949464012,0.591125198098257,0.358044164037855,0.202830188679245,0,0.15955766192733,0.107667210440457,0.211783439490446,0.00153374233128834,0.00159489633173844,0.0016,0.226475279106858,0.174267100977199,0.172523961661342,0.103833865814696,0.232114467408585,0.153965785381026,0.00155763239875389,0,0.0590062111801242,0.548031496062992,0.0494417862838915,0.311728395061728,0,0,0.0016260162601626
"3",0.581504702194357,0.577399380804954,1,0.0285261489698891,0.376395534290271,0.0310077519379845,0.993610223642173,0,0.089922480620155,0.048048048048048,0.985849056603774,0.391167192429022,0.990683229813665,0.0240770465489567,0,0.408450704225352,0,0,0.943396226415094,0.978159126365055,0.00789889415481832,0.332307692307692,0.487421383647799,0.350769230769231,0.00778816199376947,0.254716981132075,0.00163132137030995,0.262518968133536,1,0.113964686998395,0,0.174121405750799,0.658805031446541,0.74512987012987,0.34775641025641,0.0378289473684211,0,0.989345509893455,0.95583596214511,0.652037617554859,0.127760252365931,0,0.0344827586206897,0,0.126198083067093,0,0,0,0.125588697017268,0.0553745928338762,0.0414673046251994,0,0.037156704361874,0.0402476780185759,0,0,0.0552147239263804,0.899536321483771,0.00162074554294976,0.327217125382263,0,0,0
"4",0.27244094488189,0.0078740157480315,0.0285261489698891,1,0,0.409090909090909,0.024390243902439,0.510466988727858,0.328660436137072,1,0.0372168284789644,0,0.0350877192982456,0.380634390651085,0.317589576547231,0,0.168769716088328,0.417491749174917,0.0162074554294976,0.0323624595469256,0.215686274509804,0,0.00161550888529887,0,0.18370607028754,0.00798722044728434,0.15625,0.247648902821317,0.0279146141215107,0.764227642276423,0.301282051282051,0.282504012841092,0.00805152979066022,0.0667779632721202,0,0.385642737896494,0.475743348982786,0.0354938271604938,0.00977198697068404,0.293929712460064,0.109872611464968,0.504038772213247,0.374392220421394,0.457095709570957,0.298187808896211,0.336507936507937,0.422185430463576,0.311183144246353,0.28594249201278,0.355704697986577,0.39413680781759,0.495145631067961,0.0932896890343699,0.364365971107544,0.305863708399366,0.483050847457627,0.867394695787831,0.0633116883116883,0.216478190630048,0.0666666666666667,0.456451612903226,0.415873015873016,0.331114808652246
"5",0.148387096774194,0.584518167456556,0.376395534290271,0,1,0,0.419614147909968,0,0.00475435816164818,0,0.408360128617363,1,0.355305466237942,0,0.00163132137030995,0.821543408360129,0.0764430577223089,0,0.346341463414634,0.365231259968102,0.306055646481178,1,0.848631239935588,1,0.328571428571429,0.914516129032258,0.315525876460768,0.0218408736349454,0.393092105263158,0,0.0224719101123595,0.00966183574879227,0.542345276872964,0.227272727272727,1,0,0,0.410769230769231,0.381180223285486,0.258064516129032,0.521739130434783,0,0,0,0.00479233226837061,0.0032,0.00166389351081531,0.00328407224958949,0.00486223662884927,0,0,0,0.494327390599676,0,0.0032,0,0,0.399030694668821,0.138662316476346,0.597503900156006,0,0,0.00335570469798658
"6",0.297674418604651,0.148837209302326,0.0310077519379845,0.409090909090909,0,1,0.0309597523219814,0.874804381846635,0.88871473354232,0.477037037037037,0.0362204724409449,0,0.0454545454545455,0.967793880837359,0.00156494522691706,0,0,0.018957345971564,0.031496062992126,0.0388198757763975,0,0,0.00477707006369427,0,0,0,0,0.689024390243902,0.0335463258785942,0.593949044585987,0,0.818040435458787,0.127131782945736,0.224919093851133,0,0.972357723577236,0.873831775700935,0.0318181818181818,0.0283464566929134,0.171339563862928,0.00157977883096367,0.0430622009569378,0.976377952755906,0.857827476038339,0.841017488076312,0.00156494522691706,0.00486223662884927,0.00161030595813205,0.8304,0.954397394136808,0.981072555205047,0.8544,0,0.992331288343558,0,0.0327868852459016,0.53405572755418,0.0556438791732909,0,0,0.0282574568288854,0.015600624024961,0.00162337662337662
"7",0.525641025641026,0.580188679245283,0.993610223642173,0.024390243902439,0.419614147909968,0.0309597523219814,1,0.00157728706624606,0.0984375,0.0449775112443778,0.954186413902054,0.420127795527157,0.959501557632399,0.0210696920583468,0,0.404651162790698,0,0,0.916403785488959,0.941732283464567,0.00641025641025641,0.374223602484472,0.477707006369427,0.370839936608558,0.00636942675159236,0.285031847133758,0.00661157024793388,0.273006134969325,0.968852459016393,0.105348460291734,0,0.161084529505582,0.656200941915228,0.728896103896104,0.383606557377049,0.0380165289256198,0.00315457413249211,0.957575757575758,0.922953451043339,0.592767295597484,0.14308426073132,0,0.0377358490566038,0.00325732899022801,0.128164556962025,0,0,0,0.129485179407176,0.0593080724876442,0.0435483870967742,0.00321543408360129,0.0443740095087163,0.0427215189873418,0,0,0.0497667185069984,0.929712460063898,0.00323624595469256,0.336492890995261,0,0,0
"8",0.236883942766296,0.0965732087227414,0,0.510466988727858,0,0.874804381846635,0.00157728706624606,1,0.742990654205608,0.553440702781845,0.0031201248049922,0,0.0063391442155309,0.932258064516129,0.0289389067524116,0,0.021505376344086,0.153846153846154,0,0.0031055900621118,0.0112903225806452,0,0,0,0.00625978090766823,0,0.00481540930979133,0.569254185692542,0,0.629337539432177,0.0248833592534992,0.68088467614534,0.0832025117739403,0.157467532467532,0,0.837209302325581,1,0.00612557427258806,0,0.122611464968153,0.00644122383252818,0.178913738019169,0.83974358974359,1,0.713826366559486,0.0364500792393027,0.0549273021001615,0.0272,0.693877551020408,0.814634146341463,0.839936608557845,1,0.00316957210776545,0.830455259026688,0.0218068535825545,0.165016501650165,0.614439324116744,0.0205696202531646,0.0194805194805195,0,0.150078988941548,0.0987460815047022,0.0294599018003273
"9",0.361331220285261,0.217054263565891,0.089922480620155,0.328660436137072,0.00475435816164818,0.88871473354232,0.0984375,0.742990654205608,1,0.37910447761194,0.0954616588419405,0.00470957613814757,0.0919003115264797,0.887096774193548,0,0.00618238021638331,0,0.00157728706624606,0.126582278481013,0.101088646967341,0,0.00771604938271605,0.0143312101910828,0.003125,0,0.00474683544303797,0,0.82542113323124,0.100961538461538,0.543035993740219,0,0.942492012779553,0.195007800312012,0.357827476038339,0.00483091787439614,0.907014681892333,0.782012195121951,0.0510835913312693,0.113782051282051,0.2109375,0.004739336492891,0.00637958532695375,0.91692789968652,0.749611197511664,0.981042654028436,0,0,0,1,0.973770491803279,0.914012738853503,0.739747634069401,0.0016,0.93125,0,0.0032626427406199,0.450920245398773,0.130365659777424,0,0.00463678516228748,0.003125,0.00313971742543171,0
"10",0.299392097264438,0.0194319880418535,0.048048048048048,1,0,0.477037037037037,0.0449775112443778,0.553440702781845,0.37910447761194,1,0.0602409638554217,0,0.0564635958395245,0.435384615384615,0.284638554216867,0,0.136764705882353,0.357575757575758,0.0377073906485671,0.0544629349470499,0.184732824427481,0,0.00754147812971342,0,0.163447251114413,0.00742942050520059,0.122511485451761,0.304221251819505,0.0500758725341426,0.772036474164134,0.271084337349398,0.342301943198804,0.027027027027027,0.0909090909090909,0,0.444099378881988,0.512630014858841,0.0561959654178674,0.0317700453857791,0.314925373134328,0.0948148148148148,0.440779610194903,0.432190760059613,0.495412844036697,0.357466063348416,0.280359820089955,0.293129770992366,0.275602409638554,0.340807174887892,0.409937888198758,0.451761102603369,0.521870286576169,0.0805471124620061,0.432791728212703,0.278350515463918,0.409375,0.868613138686131,0.0830815709969789,0.183359013867488,0.0602055800293686,0.400295420974889,0.343283582089552,0.298299845440495
