"CIT.7",1
"CIT.8",2
"CIT.14",1
"CIT.17",3
"CIT.23",4
"CIT.25",5
"CIT.30",1
"CIT.33",5
"CIT.36",5
"CIT.37",3
"CIT.38",1
"CIT.40",4
"CIT.44",1
"CIT.55",5
"CIT.63",6
"CIT.65",4
"CIT.67",6
"CIT.68",6
"CIT.72",1
"CIT.75",1
"CIT.105",4
"CIT.108",4
"CIT.112",4
"CIT.132",4
"CIT.139",4
"CIT.142",4
"CIT.169",4
"CIT.170",5
"CIT.172",1
"CIT.175",3
"CIT.178",6
"CIT.179",5
"CIT.180",2
"CIT.181",1
"CIT.182",4
"CIT.185",5
"CIT.187",5
"CIT.188",1
"CIT.190",1
"CIT.192",1
"CIT.193",4
"CIT.194",6
"CIT.252",5
"CIT.253",5
"CIT.254",5
"CIT.255",6
"CIT.256",6
"CIT.258",6
"CIT.269",5
"CIT.273",5
"CIT.274",5
"CIT.276",5
"CIT.280",4
"CIT.281",5
"CIT.283",6
"CIT.285",6
"CIT.289",3
"CIT.290",1
"CIT.293",6
"CIT.294",4
"CIT.345",6
"CIT.346",6
"CIT.347",6
